case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0007_18_clarification_46bf85d47f,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0007_19_clarification_3bfe9ce7e4,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0007_20_clarification_1c3578eb45,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0008_01_ready_f855912c6c,IFRS 10,"Under IFRS 10, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0008_02_ready_2a8a4f11a4,IFRS 10,"Applying IFRS 10, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0008_03_ready_5af997844d,IFRS 10,"For IFRS 10, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0008_04_ready_f673a321b6,IFRS 10,"Under IFRS 10, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0008_05_ready_a1911ccf51,IFRS 10,"Applying IFRS 10, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0008_06_ready_88e92ff27f,IFRS 10,"For IFRS 10, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
v3_edge_0008_07_ready_c0b799bc0a,IFRS 10,"In IFRS 10, management changed an available accounting policy option from prior year. How should consistency and comparability impacts be assessed?",READY,ready,policy_option_consistency
v3_edge_0008_08_ready_187c4894f8,IFRS 10,"Under IFRS 10, two external pricing sources provide materially different inputs. How should reliability be assessed and the final estimate selected?",READY,ready,fair_value_input_conflict
v3_edge_0008_09_ready_623796e24b,IFRS 10,"Applying IFRS 10, indicators are mixed on whether an impairment-related trigger occurred. How should management judgement be challenged?",READY,ready,impairment_trigger_judgement
v3_edge_0008_10_ready_0cd617a43d,IFRS 10,"For IFRS 10, macroeconomic scenarios changed significantly late in the period. How should weighting choices be tested for bias?",READY,ready,macro_scenario_weighting
v3_edge_0008_11_clarification_6462c30592,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0008_12_clarification_59d62b616b,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0008_13_clarification_40678bb298,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0008_14_clarification_c1088d3ccb,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0008_15_clarification_f1fa4b4227,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0008_16_clarification_353d24f9d6,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0008_17_clarification_772d21ed78,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0008_18_clarification_0f346939ff,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0008_19_clarification_ba4b4ecccc,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0008_20_clarification_7af8b55881,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0009_01_ready_93493341fc,IFRS 11,"Under IFRS 11, a transaction appears partially inside and partially outside scope. How should the boundary be determined, and what facts would change the conclusion?",READY,ready,scope_boundary_conflict
v3_edge_0009_02_ready_83aecdff88,IFRS 11,"Applying IFRS 11, recognition criteria are only marginally met at year-end. What additional evidence is needed before recognition is appropriate?",READY,ready,recognition_threshold_uncertain
v3_edge_0009_03_ready_e9fcc9a5e6,IFRS 11,"For IFRS 11, management argues for one measurement basis while audit analytics suggest another. How should the basis be determined and defended?",READY,ready,measurement_basis_dispute
v3_edge_0009_04_ready_ae7734cc72,IFRS 11,"Under IFRS 11, business purpose changed mid-period and management reclassified the item. When is reclassification appropriate and what documentation is essential?",READY,ready,classification_reclassification_edge
v3_edge_0009_05_ready_4050f278da,IFRS 11,"Applying IFRS 11, a transfer retained certain risks while passing legal title. How should derecognition be assessed in this mixed fact pattern?",READY,ready,derecognition_transfer_ambiguity
v3_edge_0009_06_ready_7bfcd3c598,IFRS 11,"For IFRS 11, contract terms include a non-standard embedded feature. How should separation, classification, and measurement implications be evaluated?",READY,ready,embedded_feature_edge
